r.squared,adj.r.squared,statistic,p.value,df.residual,nobs,se_type,model
0.045479691609663475,0.00558929066200764,1.3885335505568972,0.15627647955622348,335,350,HC2,reg1
0.17690350202964433,0.14250543942789817,5.750779789376023,4.6146040716664573e-10,335,350,HC2,reg2
0.27208824503675055,0.2416680522920177,12.9966715128723,1.9523338985428733e-24,335,350,HC2,reg3
